Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
El Salvador,SV,SLV,2017,6388124,Lower middle income,,,,SEDLAC,2.68,4.2,5.25,6.33,7.46,8.73,10.24,12.18,15.34,27.61,6.88,11.57,16.19,22.41,42.95,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Panama,PA,PAN,2017,4106764,High income,,,,SEDLAC,1.32,2.61,3.76,4.94,6.18,7.58,9.24,11.82,16.09,36.46,3.93,8.71,13.76,21.06,52.54,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Paraguay,PY,PRY,2017,6811297,Upper middle income,,,,SEDLAC,1.9,3.1,4.1,5,6.1,7.3,8.9,11,14.6,38,5,9.1,13.4,19.9,52.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.00017797
Peru,PE,PER,2017,31444298,Upper middle income,,,,SEDLAC,1.78,3.24,4.52,5.74,7,8.44,10.1,12.34,15.96,30.88,5.03,10.26,15.44,22.44,46.84,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Uruguay,UY,URY,2017,3436645,High income,,,,SEDLAC,2.66,4,5.05,6.1,7.21,8.46,9.98,12.12,15.74,28.67,6.66,11.15,15.68,22.1,44.41,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Argentina,AR,ARG,2017,43937144,Upper middle income,8789.36,6689.12,,World Bank,1.77,3.29,4.4,5.56,6.9,8.48,10.36,12.82,16.73,29.69,5.06,9.96,15.38,23.18,46.42,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2017,11192853,Lower middle income,4876.89,3632.72,,World Bank,1.24,2.86,4.15,5.4,6.73,8.25,10.15,12.7,16.84,31.69,4.09,9.55,14.97,22.85,48.53,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2017,207833824,Upper middle income,7227.46,4351.05,,World Bank,0.97,2.18,3.17,4.23,5.38,6.81,8.53,10.94,15.93,41.85,3.15,7.4,12.19,19.47,57.78,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Chile,CL,CHL,2017,18470436,High income,8726.02,5745.05,,World Bank,1.92,3.24,4.15,5.05,6.03,7.19,8.68,10.84,15.04,37.87,5.16,9.2,13.22,19.52,52.91,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2017,48909844,Upper middle income,5174.97,3287.74,,World Bank,1.4,2.68,3.63,4.62,5.73,7.07,8.79,11.3,15.79,38.98,4.08,8.26,12.8,20.09,54.77,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2017,4949955,Upper middle income,8781.04,5540.7,,World Bank,1.59,2.81,3.73,4.67,5.71,7.05,8.82,11.64,17.01,36.96,4.4,8.4,12.76,20.47,53.97,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2017,16785356,Upper middle income,5062.77,3604.34,,World Bank,1.64,3.1,4.15,5.21,6.45,7.81,9.49,12,16.34,33.8,4.75,9.36,14.26,21.49,50.14,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2017,6388124,Lower middle income,3742.48,2917.58,,World Bank,2.47,3.93,4.96,6.04,7.2,8.47,10.06,12.14,15.59,29.14,6.4,11,15.67,22.2,44.73,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2017,9429016,Lower middle income,2874.87,1878.47,48.05,World Bank,1.06,2.18,3.29,4.52,5.81,7.35,9.28,11.96,16.89,37.66,3.24,7.81,13.16,21.24,54.55,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2017,4106764,High income,8964.71,5942.09,,World Bank,1.1,2.35,3.49,4.65,5.93,7.36,9.14,11.8,16.47,37.71,3.44,8.14,13.29,20.94,54.18,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2017,6867058,Upper middle income,6244.73,4005.62,,World Bank,1.71,2.87,3.85,4.78,5.82,7.1,8.82,11.01,14.83,39.2,4.58,8.63,12.93,19.83,54.03,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2017,31444298,Upper middle income,4820.89,3569.98,,World Bank,1.66,3.07,4.28,5.45,6.72,8.17,9.93,12.29,16.12,32.31,4.73,9.73,14.88,22.22,48.43,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2017,3436645,High income,9908.2,7581.52,,World Bank,2.3,3.62,4.72,5.85,7.04,8.36,10,12.3,16.08,29.74,5.91,10.57,15.39,22.3,45.82,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2017,36732088,High income,62167.32,,,National statistical authority,2.3,4.1,5.3,6.5,7.8,9.2,10.7,12.6,15.4,26.2,6.4,11.8,17,23.3,41.6,,,New 2019,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,
United States,US,USA,2017,325084736,High income,,,,National statistical authority,,,,,,,,,,,3.45,9.02,14.7,22.74,50.09,,21.8,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2017,325084736,High income,,,,National statistical authority,,,,,,,,,,,3.41,8.87,14.45,22.38,50.89,,22.7,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2017,325084736,High income,44160.8,62868,,National statistical authority,,,,,,,,,,,3.1,8.2,14.3,23,51.5,,22.3,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
United States,US,USA,2017,325084736,High income,44889.7,62626,,National statistical authority,,,,,,,,,,,3,8.1,14,22.6,52.3,,23.2,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Suriname,SR,SUR,2017,570501,Upper middle income,,,,Other international organizations,,,,,,,,,,,,,,,,,,New 2019,,Americas,,,Consumption,,Household,Person,Per capita,All,All,All,,,
Jamaica,JM,JAM,2017,2920848,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2019,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,
Barbados,BB,BRB,2017,286229,High income,,,,Other international organizations,,,,,,,,,,,,,,,,,,New 2019,Average,Americas,,,Consumption,,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2017,36732088,High income,54474.63,,,National statistical authority,0.3,2.3,4.1,5.8,7.5,9.2,11.1,13.5,16.9,29.4,2.6,9.9,16.7,24.6,46.3,,,New 2019,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,
Argentina,AR,ARG,2018,44361148,Upper middle income,,,39.6,United Nations,2.2,3.9,4.9,5.8,6.9,8.1,9.7,12.3,15.8,30.3,6.1,10.7,15,22,46.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2018,11353140,Lower middle income,,,43.8,United Nations,1.2,2.8,4.2,5.5,6.8,8.2,10.2,12.9,17.1,31.2,4,9.7,15,23.1,48.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2018,209469312,Upper middle income,,,54,United Nations,1,2.3,3.2,4.1,5.3,6.8,8.1,10.7,15.6,43,3.3,7.3,12.1,18.8,58.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2018,49661056,Upper middle income,,,52,United Nations,1.2,2.3,3.5,4.3,5.5,6.8,8.6,11.2,15.8,40.9,3.5,7.8,12.3,19.8,56.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2018,4999443,Upper middle income,,,49.3,United Nations,1.3,2.6,3.6,4.6,5.7,7.1,9,11.9,17.2,37.1,3.9,8.2,12.8,20.9,54.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2018,10627147,Upper middle income,,,44.4,United Nations,2.1,3.4,4.4,5.3,6.3,7.5,9.1,11.3,15.1,35.5,5.5,9.7,13.8,20.4,50.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2018,17084360,Upper middle income,,,45.4,United Nations,1.8,3.1,4.1,5.1,6.2,7.6,9.2,11.6,16.1,35.2,4.9,9.2,13.8,20.8,51.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2018,6420740,Lower middle income,,,40.5,United Nations,2.1,3.5,4.6,5.7,6.9,8.3,9.9,12.2,16.1,30.5,5.6,10.3,15.2,22.1,46.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2018,9587523,Lower middle income,,,48.1,United Nations,1.5,2.7,3.7,4.8,5.9,7.3,9,11.9,16.7,36.5,4.2,8.5,13.2,20.9,53.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2018,126190784,Upper middle income,,,47.5,United Nations,1.7,3,4,4.9,6,7.2,8.8,11.2,15.6,37.6,4.7,8.9,13.2,20,53.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Panama,PA,PAN,2018,4176868,High income,,,49.8,United Nations,1.1,2.2,3.4,4.5,5.9,7.5,9.4,12.1,16.6,37.3,3.3,7.9,13.4,21.5,53.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2018,6956069,Upper middle income,,,47.4,United Nations,1.5,2.8,3.9,4.9,6.1,7.4,9.2,11.7,16,36.5,4.3,8.8,13.5,20.9,52.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2018,31989266,Upper middle income,,,43.9,United Nations,1.7,3,4.2,5.3,6.6,8,9.8,12.3,16.4,32.7,4.7,9.5,14.6,22.1,49.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2018,3449290,High income,,,39.1,United Nations,2.5,3.7,4.8,5.8,7,8.3,9.9,12.4,16.1,29.6,6.2,10.6,15.3,22.3,45.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2018,3449290,High income,,,39.4,United Nations,2.4,3.7,4.7,5.8,7,8.3,10,12.4,16.2,29.6,6.1,10.5,15.3,22.4,45.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Costa Rica,CR,CRI,2018,4999443,Upper middle income,,,47.9,OECD,1.31,,,,,,,,,35.41,4.01,,,,52.86,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2018,327096256,High income,,,,National statistical authority,,,,,,,,,,,3.54,9.07,14.66,22.37,50.35,,,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2018,327096256,High income,45010.5,63179,,National statistical authority,,,,,,,,,,,3.1,8.3,14.1,22.6,52,,23.1,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
